AttributeID,AttributeName,SortAttribute,AttributeDescriptionDE,Pset,AllowedValuesDE,RegexCheckDE,DataTyp,Unit,IFC2x3,IFC4,IFC4.3,Applicability,ProjectPhase,ProjectPhaseDE,ElementID,ModelID,WorkflowID,ServiceLevelDE,InformationProviderDE,SortElement,ElementNameDE,IfcEntityIfc4.0Name,ElementDescriptionDE,ContainedInDE,Attributes,ModelNameDE,ModelDescriptionDE,FileNameDE,SortModels,SorrWorkflow,WorkflowNameDE,WorkflowSubheaderEN,WorkflowSubheaderDE,WorkflowDescriptionDE,Status,Selected
Name_HLKSE Bauteil/Elemente/Komponenten (Allgemein),Name,1,"Element Typenname nach dem Standard des Projektverfassers und soll nach einem differenzieren charakteristischen Merkmalen erfolgen. z.B. Material, Typ, Dimension, ... Es ist auf Eindeutigkeit zu achten.

Der Typ wird dafür genutzt um generelle Daten für die Dokumentation zu übergeben., sodass dies nicht auf jedem Element (Instanz) gepfelgt werden muss.",,,,IfcLabel,,checked,checked,checked,,"31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE Bauteil/Elemente/Komponenten (Allgemein),HLKSE Elektroplanung,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell),35.0,HLKSE Bauteil/Elemente/Komponenten (Allgemein),,"Diese Vorgaben für nicht näher spezifizierte Elemente sind Richtlinien. Die exakte Einhaltung wird nicht streng geprüft. Ziel ist ein guter Datenaustausch zwischen Disziplinen durch möglichst standardkonforme Arbeit.- Jedes Bauteil im HLKSE / TGA Modell muss für eine Geometrische Koordination ausreichend genau modelliert sein und dem passenden System / Anlage zugeordnet sein.
- Wählen Sie den grösst möglichen geometrischen Abstraktionsgrad für die Modellierung. z.B. keine Schrauben und Details sondern ein Platzhalterelement, welches die Position und Grösse für eine Koordination definiert.",Geschoss / Stockwerk,"Status_HLKSE Bauteil/Elemente/Komponenten (Allgemein),Name_HLKSE Bauteil/Elemente/Komponenten (Allgemein)",HLKSE Elektroplanung,,M HLKSE-EL,14.5,1.0,,,,,,1.0
Name_HLKSE System Allgemein,Name,1,"Bezeichnung aus BTA Richtlinie, Kapitel 2.3.1.1 und fortlaufende Nummer.
Name muss eindeutig sein z.B. Brandmeldeanlage 1",,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,HLKSE Elektroplanung,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell),33.0,HLKSE System Allgemein,IfcDistributionSystem,"Alle Elemente die einer Heizungsanlage zugeordnet sind, werden in einem System zusammengefasst.

z.B. Heizstrang 1, Heizstrang 2, ...Die Element werden dem passenden System zugeordnet.",Projekt,"Name_HLKSE System Allgemein,Description_HLKSE System Allgemein,DescriptionLong_HLKSE System Allgemein,Type_HLKSE System Allgemein,eBKPCode_HLKSE System Allgemein,EnergySource_HLKSE System Allgemein,Supplier_HLKSE System Allgemein,AcquisitionDate_HLKSE System Allgemein,WarrantyStartDate_HLKSE System Allgemein,WarrantyEndDate_HLKSE System Allgemein,SpaceID_HLKSE System Allgemein,Model_Typ_HLKSE System Allgemein,PointOfContact_HLKSE System Allgemein,WarrantyIdentifier_HLKSE System Allgemein,ServiceLifeDuration_HLKSE System Allgemein,Fachbereich_HLKSE System Allgemein,MaintenanceObligation_HLKSE System Allgemein,MaintenanceInterval_HLKSE System Allgemein,InspectionObligation_HLKSE System Allgemein,InspectionInterval_HLKSE System Allgemein,PredefinedType_HLKSE System Allgemein",HLKSE Elektroplanung,,M HLKSE-EL,14.5,1.0,,,,,,1.0
Supplier_HLKSE System Allgemein,Supplier,8,Lieferant z.B. info@musterunternehmen.swiss,Cust_System,,,,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,HLKSE Elektroplanung,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Unternehmer (CDE),33.0,HLKSE System Allgemein,IfcDistributionSystem,"Alle Elemente die einer Heizungsanlage zugeordnet sind, werden in einem System zusammengefasst.

z.B. Heizstrang 1, Heizstrang 2, ...Die Element werden dem passenden System zugeordnet.",Projekt,"Name_HLKSE System Allgemein,Description_HLKSE System Allgemein,DescriptionLong_HLKSE System Allgemein,Type_HLKSE System Allgemein,eBKPCode_HLKSE System Allgemein,EnergySource_HLKSE System Allgemein,Supplier_HLKSE System Allgemein,AcquisitionDate_HLKSE System Allgemein,WarrantyStartDate_HLKSE System Allgemein,WarrantyEndDate_HLKSE System Allgemein,SpaceID_HLKSE System Allgemein,Model_Typ_HLKSE System Allgemein,PointOfContact_HLKSE System Allgemein,WarrantyIdentifier_HLKSE System Allgemein,ServiceLifeDuration_HLKSE System Allgemein,Fachbereich_HLKSE System Allgemein,MaintenanceObligation_HLKSE System Allgemein,MaintenanceInterval_HLKSE System Allgemein,InspectionObligation_HLKSE System Allgemein,InspectionInterval_HLKSE System Allgemein,PredefinedType_HLKSE System Allgemein",HLKSE Elektroplanung,,M HLKSE-EL,14.5,1.0,,,,,,1.0
ModelLabel_HLKSE Bauteil Typ,ModelLabel,1002,"Artikelnummer: ""T-01254-0255""",Pset_ManufacturerOccurrence,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE Bauteil Typ,HLKSE Elektroplanung,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell),34.0,HLKSE Bauteil Typ,,"Es ist wenn immer möglich mit einer Typisierung der Element zu arbeiten. Die Typisierung erfolgt nach dem Standard des Projektverfassers und soll nach einem differenzieren charakteristischen Merkmalen erfolgen. z.B. Material, Typ, Dimension, ... Es ist einzig auf Eindeutigkeit zu achten.

Der Typ wird dafür genutzt um generelle Daten für die Dokumentation zu übergeben., sodass dies nicht auf jedem Element (Instanz) gepfelgt werden muss.Jedes Element sollte einem Typ zugeordnet sein.",Projekt,"PointOfContact_HLKSE Bauteil Typ,Manufacturer_HLKSE Bauteil Typ,SerialNumber_HLKSE Bauteil Typ,ModelLabel_HLKSE Bauteil Typ,ModelReference_HLKSE Bauteil Typ",HLKSE Elektroplanung,,M HLKSE-EL,14.5,1.0,,,,,,1.0
ModelReference_HLKSE Bauteil Typ,ModelReference,1011, Modell / Typen Nummer z.B. Multisensormelder (Optisch/Thermo),Pset_ManufacturerOccurrence,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE Bauteil Typ,HLKSE Elektroplanung,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell),34.0,HLKSE Bauteil Typ,,"Es ist wenn immer möglich mit einer Typisierung der Element zu arbeiten. Die Typisierung erfolgt nach dem Standard des Projektverfassers und soll nach einem differenzieren charakteristischen Merkmalen erfolgen. z.B. Material, Typ, Dimension, ... Es ist einzig auf Eindeutigkeit zu achten.

Der Typ wird dafür genutzt um generelle Daten für die Dokumentation zu übergeben., sodass dies nicht auf jedem Element (Instanz) gepfelgt werden muss.Jedes Element sollte einem Typ zugeordnet sein.",Projekt,"PointOfContact_HLKSE Bauteil Typ,Manufacturer_HLKSE Bauteil Typ,SerialNumber_HLKSE Bauteil Typ,ModelLabel_HLKSE Bauteil Typ,ModelReference_HLKSE Bauteil Typ",HLKSE Elektroplanung,,M HLKSE-EL,14.5,1.0,,,,,,1.0
SpaceID_HLKSE System Allgemein,SpaceID,12,"Angabe Raumnummer (IfcSpace.Name) des Standortes der Hauptkomponente der Anlage (z.B. Monoblock, Bedienstelle, Ölbrenner Heizung etc) z.B. 123",Cust_System,,,,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,HLKSE Elektroplanung,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Unternehmer (CDE),33.0,HLKSE System Allgemein,IfcDistributionSystem,"Alle Elemente die einer Heizungsanlage zugeordnet sind, werden in einem System zusammengefasst.

z.B. Heizstrang 1, Heizstrang 2, ...Die Element werden dem passenden System zugeordnet.",Projekt,"Name_HLKSE System Allgemein,Description_HLKSE System Allgemein,DescriptionLong_HLKSE System Allgemein,Type_HLKSE System Allgemein,eBKPCode_HLKSE System Allgemein,EnergySource_HLKSE System Allgemein,Supplier_HLKSE System Allgemein,AcquisitionDate_HLKSE System Allgemein,WarrantyStartDate_HLKSE System Allgemein,WarrantyEndDate_HLKSE System Allgemein,SpaceID_HLKSE System Allgemein,Model_Typ_HLKSE System Allgemein,PointOfContact_HLKSE System Allgemein,WarrantyIdentifier_HLKSE System Allgemein,ServiceLifeDuration_HLKSE System Allgemein,Fachbereich_HLKSE System Allgemein,MaintenanceObligation_HLKSE System Allgemein,MaintenanceInterval_HLKSE System Allgemein,InspectionObligation_HLKSE System Allgemein,InspectionInterval_HLKSE System Allgemein,PredefinedType_HLKSE System Allgemein",HLKSE Elektroplanung,,M HLKSE-EL,14.5,1.0,,,,,,1.0
WarrantyEndDate_HLKSE System Allgemein,WarrantyEndDate,11,Datum des Garantieendes (tt.mm.jjjj). z.B. 24.01.2027,Cust_System,^(0[1-9]|[12][0-9]|3[01])\.(0[1-9]|1[0-2])\.\d{4}$,,,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,HLKSE Elektroplanung,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Unternehmer (CDE),33.0,HLKSE System Allgemein,IfcDistributionSystem,"Alle Elemente die einer Heizungsanlage zugeordnet sind, werden in einem System zusammengefasst.

z.B. Heizstrang 1, Heizstrang 2, ...Die Element werden dem passenden System zugeordnet.",Projekt,"Name_HLKSE System Allgemein,Description_HLKSE System Allgemein,DescriptionLong_HLKSE System Allgemein,Type_HLKSE System Allgemein,eBKPCode_HLKSE System Allgemein,EnergySource_HLKSE System Allgemein,Supplier_HLKSE System Allgemein,AcquisitionDate_HLKSE System Allgemein,WarrantyStartDate_HLKSE System Allgemein,WarrantyEndDate_HLKSE System Allgemein,SpaceID_HLKSE System Allgemein,Model_Typ_HLKSE System Allgemein,PointOfContact_HLKSE System Allgemein,WarrantyIdentifier_HLKSE System Allgemein,ServiceLifeDuration_HLKSE System Allgemein,Fachbereich_HLKSE System Allgemein,MaintenanceObligation_HLKSE System Allgemein,MaintenanceInterval_HLKSE System Allgemein,InspectionObligation_HLKSE System Allgemein,InspectionInterval_HLKSE System Allgemein,PredefinedType_HLKSE System Allgemein",HLKSE Elektroplanung,,M HLKSE-EL,14.5,1.0,,,,,,1.0
WarrantyStartDate_HLKSE System Allgemein,WarrantyStartDate,10,Datum des Garantiebeginns (tt.mm.jjjj). z.B. 24.01.2027,Cust_System,^(0[1-9]|[12][0-9]|3[01])\.(0[1-9]|1[0-2])\.\d{4}$,,,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,HLKSE Elektroplanung,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Unternehmer (CDE),33.0,HLKSE System Allgemein,IfcDistributionSystem,"Alle Elemente die einer Heizungsanlage zugeordnet sind, werden in einem System zusammengefasst.

z.B. Heizstrang 1, Heizstrang 2, ...Die Element werden dem passenden System zugeordnet.",Projekt,"Name_HLKSE System Allgemein,Description_HLKSE System Allgemein,DescriptionLong_HLKSE System Allgemein,Type_HLKSE System Allgemein,eBKPCode_HLKSE System Allgemein,EnergySource_HLKSE System Allgemein,Supplier_HLKSE System Allgemein,AcquisitionDate_HLKSE System Allgemein,WarrantyStartDate_HLKSE System Allgemein,WarrantyEndDate_HLKSE System Allgemein,SpaceID_HLKSE System Allgemein,Model_Typ_HLKSE System Allgemein,PointOfContact_HLKSE System Allgemein,WarrantyIdentifier_HLKSE System Allgemein,ServiceLifeDuration_HLKSE System Allgemein,Fachbereich_HLKSE System Allgemein,MaintenanceObligation_HLKSE System Allgemein,MaintenanceInterval_HLKSE System Allgemein,InspectionObligation_HLKSE System Allgemein,InspectionInterval_HLKSE System Allgemein,PredefinedType_HLKSE System Allgemein",HLKSE Elektroplanung,,M HLKSE-EL,14.5,1.0,,,,,,1.0
Model_Typ_HLKSE System Allgemein,Model_Typ,13,Modell_Typ z.B. Solution F1-6,Cust_System,,,,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,HLKSE Elektroplanung,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Unternehmer (CDE),33.0,HLKSE System Allgemein,IfcDistributionSystem,"Alle Elemente die einer Heizungsanlage zugeordnet sind, werden in einem System zusammengefasst.

z.B. Heizstrang 1, Heizstrang 2, ...Die Element werden dem passenden System zugeordnet.",Projekt,"Name_HLKSE System Allgemein,Description_HLKSE System Allgemein,DescriptionLong_HLKSE System Allgemein,Type_HLKSE System Allgemein,eBKPCode_HLKSE System Allgemein,EnergySource_HLKSE System Allgemein,Supplier_HLKSE System Allgemein,AcquisitionDate_HLKSE System Allgemein,WarrantyStartDate_HLKSE System Allgemein,WarrantyEndDate_HLKSE System Allgemein,SpaceID_HLKSE System Allgemein,Model_Typ_HLKSE System Allgemein,PointOfContact_HLKSE System Allgemein,WarrantyIdentifier_HLKSE System Allgemein,ServiceLifeDuration_HLKSE System Allgemein,Fachbereich_HLKSE System Allgemein,MaintenanceObligation_HLKSE System Allgemein,MaintenanceInterval_HLKSE System Allgemein,InspectionObligation_HLKSE System Allgemein,InspectionInterval_HLKSE System Allgemein,PredefinedType_HLKSE System Allgemein",HLKSE Elektroplanung,,M HLKSE-EL,14.5,1.0,,,,,,1.0
EnergySource_HLKSE System Allgemein,EnergySource,7,,Cust_System,,,,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,HLKSE Elektroplanung,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell),33.0,HLKSE System Allgemein,IfcDistributionSystem,"Alle Elemente die einer Heizungsanlage zugeordnet sind, werden in einem System zusammengefasst.

z.B. Heizstrang 1, Heizstrang 2, ...Die Element werden dem passenden System zugeordnet.",Projekt,"Name_HLKSE System Allgemein,Description_HLKSE System Allgemein,DescriptionLong_HLKSE System Allgemein,Type_HLKSE System Allgemein,eBKPCode_HLKSE System Allgemein,EnergySource_HLKSE System Allgemein,Supplier_HLKSE System Allgemein,AcquisitionDate_HLKSE System Allgemein,WarrantyStartDate_HLKSE System Allgemein,WarrantyEndDate_HLKSE System Allgemein,SpaceID_HLKSE System Allgemein,Model_Typ_HLKSE System Allgemein,PointOfContact_HLKSE System Allgemein,WarrantyIdentifier_HLKSE System Allgemein,ServiceLifeDuration_HLKSE System Allgemein,Fachbereich_HLKSE System Allgemein,MaintenanceObligation_HLKSE System Allgemein,MaintenanceInterval_HLKSE System Allgemein,InspectionObligation_HLKSE System Allgemein,InspectionInterval_HLKSE System Allgemein,PredefinedType_HLKSE System Allgemein",HLKSE Elektroplanung,,M HLKSE-EL,14.5,1.0,,,,,,1.0
WarrantyIdentifier_HLKSE System Allgemein,WarrantyIdentifier,15,Angabe der ID Vertrag / Vertragsentwurf z.B. Vertragsnummer123456,Cust_System,,,,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,HLKSE Elektroplanung,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Unternehmer (CDE),33.0,HLKSE System Allgemein,IfcDistributionSystem,"Alle Elemente die einer Heizungsanlage zugeordnet sind, werden in einem System zusammengefasst.

z.B. Heizstrang 1, Heizstrang 2, ...Die Element werden dem passenden System zugeordnet.",Projekt,"Name_HLKSE System Allgemein,Description_HLKSE System Allgemein,DescriptionLong_HLKSE System Allgemein,Type_HLKSE System Allgemein,eBKPCode_HLKSE System Allgemein,EnergySource_HLKSE System Allgemein,Supplier_HLKSE System Allgemein,AcquisitionDate_HLKSE System Allgemein,WarrantyStartDate_HLKSE System Allgemein,WarrantyEndDate_HLKSE System Allgemein,SpaceID_HLKSE System Allgemein,Model_Typ_HLKSE System Allgemein,PointOfContact_HLKSE System Allgemein,WarrantyIdentifier_HLKSE System Allgemein,ServiceLifeDuration_HLKSE System Allgemein,Fachbereich_HLKSE System Allgemein,MaintenanceObligation_HLKSE System Allgemein,MaintenanceInterval_HLKSE System Allgemein,InspectionObligation_HLKSE System Allgemein,InspectionInterval_HLKSE System Allgemein,PredefinedType_HLKSE System Allgemein",HLKSE Elektroplanung,,M HLKSE-EL,14.5,1.0,,,,,,1.0
PointOfContact_HLKSE System Allgemein,PointOfContact,14,Angabe ID der Servicefirma z.B. BSW BEISPIEL AG,Cust_System,,,,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,HLKSE Elektroplanung,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Unternehmer (CDE),33.0,HLKSE System Allgemein,IfcDistributionSystem,"Alle Elemente die einer Heizungsanlage zugeordnet sind, werden in einem System zusammengefasst.

z.B. Heizstrang 1, Heizstrang 2, ...Die Element werden dem passenden System zugeordnet.",Projekt,"Name_HLKSE System Allgemein,Description_HLKSE System Allgemein,DescriptionLong_HLKSE System Allgemein,Type_HLKSE System Allgemein,eBKPCode_HLKSE System Allgemein,EnergySource_HLKSE System Allgemein,Supplier_HLKSE System Allgemein,AcquisitionDate_HLKSE System Allgemein,WarrantyStartDate_HLKSE System Allgemein,WarrantyEndDate_HLKSE System Allgemein,SpaceID_HLKSE System Allgemein,Model_Typ_HLKSE System Allgemein,PointOfContact_HLKSE System Allgemein,WarrantyIdentifier_HLKSE System Allgemein,ServiceLifeDuration_HLKSE System Allgemein,Fachbereich_HLKSE System Allgemein,MaintenanceObligation_HLKSE System Allgemein,MaintenanceInterval_HLKSE System Allgemein,InspectionObligation_HLKSE System Allgemein,InspectionInterval_HLKSE System Allgemein,PredefinedType_HLKSE System Allgemein",HLKSE Elektroplanung,,M HLKSE-EL,14.5,1.0,,,,,,1.0
MaintenanceInterval_HLKSE System Allgemein,MaintenanceInterval,19,empfohlene Wartungen alle x Jahre z.B. 5,Cust_System,,,,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,HLKSE Elektroplanung,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Unternehmer (CDE),33.0,HLKSE System Allgemein,IfcDistributionSystem,"Alle Elemente die einer Heizungsanlage zugeordnet sind, werden in einem System zusammengefasst.

z.B. Heizstrang 1, Heizstrang 2, ...Die Element werden dem passenden System zugeordnet.",Projekt,"Name_HLKSE System Allgemein,Description_HLKSE System Allgemein,DescriptionLong_HLKSE System Allgemein,Type_HLKSE System Allgemein,eBKPCode_HLKSE System Allgemein,EnergySource_HLKSE System Allgemein,Supplier_HLKSE System Allgemein,AcquisitionDate_HLKSE System Allgemein,WarrantyStartDate_HLKSE System Allgemein,WarrantyEndDate_HLKSE System Allgemein,SpaceID_HLKSE System Allgemein,Model_Typ_HLKSE System Allgemein,PointOfContact_HLKSE System Allgemein,WarrantyIdentifier_HLKSE System Allgemein,ServiceLifeDuration_HLKSE System Allgemein,Fachbereich_HLKSE System Allgemein,MaintenanceObligation_HLKSE System Allgemein,MaintenanceInterval_HLKSE System Allgemein,InspectionObligation_HLKSE System Allgemein,InspectionInterval_HLKSE System Allgemein,PredefinedType_HLKSE System Allgemein",HLKSE Elektroplanung,,M HLKSE-EL,14.5,1.0,,,,,,1.0
InspectionInterval_HLKSE System Allgemein,InspectionInterval,21, z.B. 1,Cust_System,"^\d{1,2}$",,,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE System Allgemein,HLKSE Elektroplanung,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Unternehmer (CDE),33.0,HLKSE System Allgemein,IfcDistributionSystem,"Alle Elemente die einer Heizungsanlage zugeordnet sind, werden in einem System zusammengefasst.

z.B. Heizstrang 1, Heizstrang 2, ...Die Element werden dem passenden System zugeordnet.",Projekt,"Name_HLKSE System Allgemein,Description_HLKSE System Allgemein,DescriptionLong_HLKSE System Allgemein,Type_HLKSE System Allgemein,eBKPCode_HLKSE System Allgemein,EnergySource_HLKSE System Allgemein,Supplier_HLKSE System Allgemein,AcquisitionDate_HLKSE System Allgemein,WarrantyStartDate_HLKSE System Allgemein,WarrantyEndDate_HLKSE System Allgemein,SpaceID_HLKSE System Allgemein,Model_Typ_HLKSE System Allgemein,PointOfContact_HLKSE System Allgemein,WarrantyIdentifier_HLKSE System Allgemein,ServiceLifeDuration_HLKSE System Allgemein,Fachbereich_HLKSE System Allgemein,MaintenanceObligation_HLKSE System Allgemein,MaintenanceInterval_HLKSE System Allgemein,InspectionObligation_HLKSE System Allgemein,InspectionInterval_HLKSE System Allgemein,PredefinedType_HLKSE System Allgemein",HLKSE Elektroplanung,,M HLKSE-EL,14.5,1.0,,,,,,1.0
