AttributeID,AttributeName,SortAttribute,AttributeDescriptionDE,Pset,AllowedValuesDE,RegexCheckDE,DataTyp,Unit,IFC2x3,IFC4,IFC4.3,Applicability,ProjectPhase,ProjectPhaseDE,ElementID,ModelID,WorkflowID,ServiceLevelDE,InformationProviderDE
GrossHeight_Geschoss / Stockwerk,GrossHeight,1900.0,"Systemhöhe des Geschosses [m], gemessen von der Oberkante Rohdecke bis zur Oberkante Rohdecke im darüber liegenden Geschoss. Wird nur angegeben, wenn es eine konstante Höhe gibt: ""4.50""",Qto_BuildingStoreyBaseQuantities,,,IfcReal,,checked,checked,checked,,"31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Geschoss / Stockwerk,Architektur Gesamtmodell inkl. Räumen,"Datenübergabe in Bewirtschaftung BBL,Berechnen von SIA416 Volumenkennwerten",Grundleistung,Planer (CDE oder Modell)
NetArea_Bodenbeläge,NetArea,2000.0,Raumfläche exklusive Stützen usw.,Qto_CoveringBaseQuantities,,,,m2,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Bodenbeläge,Architektur Gesamtmodell inkl. Räumen,"Datenübergabe in Bewirtschaftung BBL,Reinigung / Umgebungspflege",Grundleistung,Planer (CDE oder Modell)
NetArea_Abhangdecken,NetArea,2000.0,,Qto_CoveringBaseQuantities,,,,m2,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Abhangdecken,Architektur Gesamtmodell inkl. Räumen,"Datenübergabe in Bewirtschaftung BBL,Reinigung / Umgebungspflege",Grundleistung,Planer (CDE oder Modell)
NetArea_Aussenoberflächen,NetArea,2001.0,,Qto_CoveringBaseQuantities,,,,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Aussenoberflächen,Landschaftsarchitektur,"Datenübergabe in Bewirtschaftung BBL,Reinigung / Umgebungspflege",Grundleistung,Planer (CDE oder Modell)
Area_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),Area,2100.0,,Qto_DoorBaseQuantities,,,,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung",Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell)
FinishCeilingHeight_Luftraum (Geschossweise),FinishCeilingHeight,2200.0,"Raumhöhe im Licht [m] ist (Oberkante des unteren Raumes bis zu Unterkante Fertig Decke): ""2.40""",Qto_SpaceBaseQuantities,,,Q_Length,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung",Luftraum (Geschossweise),Architektur Gesamtmodell inkl. Räumen,"Abgleich von Soll-Raumprogramm zu Ist-Raumprogramm,Berechnen von SIA416 Volumenkennwerten,Datenübergabe in Bewirtschaftung BBL",Grundleistung,Planer (CDE oder Modell)
FinishCeilingHeight_Raum,FinishCeilingHeight,2200.0,"Raumhöhe im Licht [m] ist (Oberkante Fertig Fussboden bis zu Unterkante Fertig Decke): ""2.40""",Qto_SpaceBaseQuantities,,,Q_Length,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung",Raum,Architektur Gesamtmodell inkl. Räumen,"Abgleich von Soll-Raumprogramm zu Ist-Raumprogramm,Berechnen von SIA416 Volumenkennwerten,Datenübergabe in Bewirtschaftung BBL",Grundleistung,Planer (CDE oder Modell)
FinishCeilingHeight_Parkplatz,FinishCeilingHeight,2200.0,"Raumhöhe im Licht [m] ist (Oberkante Fertig Fussboden bis zu Unterkante Fertig Decke): ""2.40""",Qto_SpaceBaseQuantities,,,Q_Length,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung",Parkplatz,Architektur Gesamtmodell inkl. Räumen,"Abgleich von Soll-Raumprogramm zu Ist-Raumprogramm,Berechnen von SIA416 Volumenkennwerten,Datenübergabe in Bewirtschaftung BBL",Grundleistung,Planer (CDE oder Modell)
GrossFloorArea_Raum,GrossFloorArea,2201.0,Raumfläche Brutto [m2],Qto_SpaceBaseQuantities,,,Q_Area,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Raum,Architektur Gesamtmodell inkl. Räumen,"Abgleich von Soll-Raumprogramm zu Ist-Raumprogramm,Berechnen von Flächenkennwerten gemäss DIN 277-SIA 0165",Grundleistung,Planer (CDE oder Modell)
GrossFloorArea_Aussenraum,GrossFloorArea,2202.0,Raumfläche brutto [m2]: 200 ,Qto_SpaceBaseQuantities,,,,,checked,checked,checked,,"31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,21 Definition des Vorhabens / Machbarkeitsstudie","31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 21 Definition des Vorhabens / Machbarkeitsstudie",Aussenraum,Architektur Gesamtmodell inkl. Räumen,"Datenübergabe in Bewirtschaftung BBL,Berechnen von Flächenkennwerten gemäss DIN 277-SIA 0165,Berechnen der Energiebezugsfläche",Grundleistung,Planer (CDE oder Modell)
GrossFloorArea_Geschossfläche,GrossFloorArea,2202.0,Raumfläche brutto [m2]: 200 ,Qto_SpaceBaseQuantities,,,,m2,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,62 Erhaltung","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 62 Erhaltung",Geschossfläche,Architektur Geschossfläche,"Datenübergabe in Bewirtschaftung BBL,Berechnen von Flächenkennwerten gemäss DIN 277-SIA 0165,Berechnen der Energiebezugsfläche",Grundleistung,Planer (CDE oder Modell)
GrossVolume_Geschossfläche,GrossVolume,2202.0,Raumvolumen brutto z.B. 600m3,Qto_SpaceBaseQuantities,,,,m3,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,62 Erhaltung","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 62 Erhaltung",Geschossfläche,Architektur Geschossfläche,"Datenübergabe in Bewirtschaftung BBL,Berechnen von Flächenkennwerten gemäss DIN 277-SIA 0165,Berechnen der Energiebezugsfläche",Grundleistung,Planer (CDE oder Modell)
GrossFloorArea_Geschossvolumen,GrossFloorArea,2203.0,Raumfläche Brutto [m2],Qto_SpaceBaseQuantities,,,Q_Area,,checked,checked,checked,,"31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,21 Definition des Vorhabens / Machbarkeitsstudie","31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 21 Definition des Vorhabens / Machbarkeitsstudie",Geschossvolumen,Architektur Gebäudevolumen,"Abgleich von Soll-Raumprogramm zu Ist-Raumprogramm,Berechnen von Flächenkennwerten gemäss DIN 277-SIA 0165",Grundleistung,Planer (CDE oder Modell)
GrossVolume_Geschossvolumen,GrossVolume,2204.0,Raumvolumen brutto [m3]: 1'000 ,Qto_SpaceBaseQuantities,,,,,checked,checked,checked,,"31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,21 Definition des Vorhabens / Machbarkeitsstudie,11 Bedürfnisformulierung / Lösungsstrategien,62 Erhaltung","31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 21 Definition des Vorhabens / Machbarkeitsstudie, 11 Bedürfnisformulierung / Lösungsstrategien, 62 Erhaltung",Geschossvolumen,Architektur Gebäudevolumen,"Datenübergabe in Bewirtschaftung BBL,Berechnen von SIA416 Volumenkennwerten",Grundleistung,Planer (CDE oder Modell)
GrossVolume_Raum,GrossVolume,2205.0,Raumvolumen brutto [m3]: 1'000 ,Qto_SpaceBaseQuantities,,,,,checked,checked,checked,,"31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,21 Definition des Vorhabens / Machbarkeitsstudie","31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 21 Definition des Vorhabens / Machbarkeitsstudie",Raum,Architektur Gesamtmodell inkl. Räumen,"Datenübergabe in Bewirtschaftung BBL,Berechnen von SIA416 Volumenkennwerten",Grundleistung,Planer (CDE oder Modell)
GrossVolume_Luftraum (Geschossweise),GrossVolume,2205.0,Raumvolumen brutto [m3]: 1'000 ,Qto_SpaceBaseQuantities,,,,,checked,checked,checked,,"31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,21 Definition des Vorhabens / Machbarkeitsstudie","31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 21 Definition des Vorhabens / Machbarkeitsstudie",Luftraum (Geschossweise),Architektur Gesamtmodell inkl. Räumen,"Datenübergabe in Bewirtschaftung BBL,Berechnen von SIA416 Volumenkennwerten",Grundleistung,Planer (CDE oder Modell)
Height_Geschossvolumen,Height,2206.0,"Bruttoraumhöhe von Unterkante Rohdecke/Fundament bis Oberkante Rohdecke, Beim Dach wird von Oberkante Rohdecke bis OK Dachhaut modelliert.",Qto_SpaceBaseQuantities,,,,,checked,checked,checked,,"31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,21 Definition des Vorhabens / Machbarkeitsstudie","31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 21 Definition des Vorhabens / Machbarkeitsstudie",Geschossvolumen,Architektur Gebäudevolumen,"Datenübergabe in Bewirtschaftung BBL,Berechnen von SIA416 Volumenkennwerten",Grundleistung,Planer (CDE oder Modell)
Height_Parkplatz,Height,2207.0,Raumhoehe von Oberkante Fertigfussboden bis zu Unterkante Rohdecke,Qto_SpaceBaseQuantities,,,Q_Length,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",Parkplatz,Architektur Gesamtmodell inkl. Räumen,"Abgleich von Soll-Raumprogramm zu Ist-Raumprogramm,Berechnen von SIA416 Volumenkennwerten,Datenübergabe in Bewirtschaftung BBL",Grundleistung,Planer (CDE oder Modell)
Height_Luftraum (Geschossweise),Height,2207.0,Raumhoehe von Oberkante des Unteren Raumes bis zu Unterkante Rohdecke,Qto_SpaceBaseQuantities,,,Q_Length,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",Luftraum (Geschossweise),Architektur Gesamtmodell inkl. Räumen,"Abgleich von Soll-Raumprogramm zu Ist-Raumprogramm,Berechnen von SIA416 Volumenkennwerten,Datenübergabe in Bewirtschaftung BBL",Grundleistung,Planer (CDE oder Modell)
Height_Raum,Height,2207.0,Raumhoehe von Oberkante Fertigfussboden bis zu Unterkante Rohdecke,Qto_SpaceBaseQuantities,,,Q_Length,,checked,checked,checked,,"53 Inbetriebnahme / Abschluss,61 Betrieb","53 Inbetriebnahme / Abschluss, 61 Betrieb",Raum,Architektur Gesamtmodell inkl. Räumen,"Abgleich von Soll-Raumprogramm zu Ist-Raumprogramm,Berechnen von SIA416 Volumenkennwerten,Datenübergabe in Bewirtschaftung BBL",Grundleistung,Planer (CDE oder Modell)
Height_Geschossfläche,Height,2208.0,Bruttoraumhöhe von Oberkante Fussboden bis Unterkante Rohdecke.,Qto_SpaceBaseQuantities,,,,m,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,62 Erhaltung","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 62 Erhaltung",Geschossfläche,Architektur Geschossfläche,"Datenübergabe in Bewirtschaftung BBL,Berechnen von SIA416 Volumenkennwerten",Grundleistung,Planer (CDE oder Modell)
EBZ_Raum,EBZ,2209.0,"Manuelle eingetragene Energiebezugsfläche in [m2]. Anteil KF kann ignoriert werden, es ist nur die anrechenbare Fläche zu berücksichtigen.",Qto_SpaceBaseQuantities,,,Q_Area,,checked,checked,checked,,"32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Raum,Architektur Gesamtmodell inkl. Räumen,"Abgleich von Soll-Raumprogramm zu Ist-Raumprogramm,Berechnen von Flächenkennwerten gemäss DIN 277-SIA 0165",Grundleistung,Planer (CDE oder Modell)
NetFloorArea_Luftraum (Geschossweise),NetFloorArea,2209.0,Raumfläche Netto (exklusive Stützen) in [m2] ,Qto_SpaceBaseQuantities,,,Q_Area,,checked,checked,checked,,"32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Luftraum (Geschossweise),Architektur Gesamtmodell inkl. Räumen,"Abgleich von Soll-Raumprogramm zu Ist-Raumprogramm,Berechnen von Flächenkennwerten gemäss DIN 277-SIA 0165",Grundleistung,Planer (CDE oder Modell)
NetFloorArea_Raum,NetFloorArea,2209.0,Raumfläche Netto (exklusive Stützen) in [m2] ,Qto_SpaceBaseQuantities,,,Q_Area,,checked,checked,checked,,"32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Raum,Architektur Gesamtmodell inkl. Räumen,"Abgleich von Soll-Raumprogramm zu Ist-Raumprogramm,Berechnen von Flächenkennwerten gemäss DIN 277-SIA 0165",Grundleistung,Planer (CDE oder Modell)
NetFloorArea_Parkplatz,NetFloorArea,2209.0,Raumfläche Netto (exklusive Stützen) in [m2] ,Qto_SpaceBaseQuantities,,,Q_Area,,checked,checked,checked,,"32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Parkplatz,Architektur Gesamtmodell inkl. Räumen,"Abgleich von Soll-Raumprogramm zu Ist-Raumprogramm,Berechnen von Flächenkennwerten gemäss DIN 277-SIA 0165",Grundleistung,Planer (CDE oder Modell)
Area_Fenster / Oberlichter (eBKP-H: E03.01),Area,2210.0,Fensterfläche,Qto_WindowBaseQuantities,,,Q_Area,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Fenster / Oberlichter (eBKP-H: E03.01),"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung","Datenübergabe in Bewirtschaftung BBL,Reinigung / Umgebungspflege",Grundleistung,Planer (CDE oder Modell)
